"Date","Price","Open","High","Low","Vol.","Change %"
"09/26/2024","139.60","139.60","139.60","139.60","","-0.11%"
"09/27/2024","139.75","139.75","139.75","139.75","","0.11%"
"09/30/2024","145.10","149.00","149.00","145.00","0.01K","3.83%"
"10/01/2024","141.65","142.75","142.75","142.75","0.01K","-2.38%"
"10/02/2024","140.25","142.10","142.10","142.10","0.03K","-0.99%"
"10/03/2024","140.80","140.80","140.80","140.80","0.01K","0.39%"
"10/04/2024","148.20","148.20","148.20","148.20","0.12K","5.26%"
"10/07/2024","148.50","148.50","148.50","148.50","0.02K","0.20%"
"10/08/2024","147.80","147.80","147.80","147.80","0.01K","-0.47%"
"10/09/2024","145.45","145.45","145.45","145.45","0.06K","-1.59%"
"10/10/2024","148.00","147.00","148.50","147.00","0.02K","1.75%"
"10/11/2024","146.70","148.05","148.05","148.05","0.00K","-0.88%"
"10/14/2024","148.20","148.20","148.20","148.20","0.01K","1.02%"
"10/15/2024","146.05","146.05","146.05","146.05","0.01K","-1.45%"
"10/16/2024","145.95","145.95","145.95","145.95","0.00K","-0.07%"
"10/17/2024","145.75","145.75","145.75","145.75","0.00K","-0.14%"
"10/18/2024","145.40","145.40","145.40","145.40","","-0.24%"
"10/21/2024","145.60","145.60","145.60","145.60","","0.14%"
"10/22/2024","144.70","144.70","144.70","144.70","","-0.62%"
"10/23/2024","145.25","145.25","145.25","145.25","","0.38%"
"10/24/2024","145.50","145.50","145.50","145.50","","0.17%"
"10/25/2024","144.90","144.90","144.90","144.90","","-0.41%"
"10/28/2024","144.50","143.75","143.75","143.75","0.02K","-0.28%"
"10/29/2024","145.25","145.25","145.25","145.25","0.03K","0.52%"
"10/30/2024","145.00","144.00","144.05","144.00","0.18K","-0.17%"
"10/31/2024","144.05","144.05","144.05","144.05","","-0.66%"
"11/01/2024","143.95","144.15","144.15","144.15","0.01K","-0.07%"
"11/04/2024","143.90","143.90","143.90","143.90","","-0.03%"
"11/05/2024","142.90","142.90","142.90","142.90","","-0.69%"
"11/06/2024","141.10","141.10","141.10","141.10","","-1.26%"
"11/07/2024","142.20","142.20","142.20","142.20","","0.78%"
"11/08/2024","143.35","143.35","143.35","143.35","","0.81%"
"11/11/2024","142.25","142.25","142.25","142.25","","-0.77%"
"11/12/2024","142.25","142.25","142.25","142.25","","0.00%"
"11/13/2024","141.50","141.50","141.50","141.50","","-0.53%"
"11/14/2024","141.50","141.50","141.50","141.50","","0.00%"
"11/15/2024","141.75","141.75","141.75","141.75","","0.18%"
"11/18/2024","141.75","141.75","141.75","141.75","","0.00%"
"11/19/2024","141.25","141.25","141.25","141.25","","-0.35%"
"11/20/2024","141.50","141.50","141.50","141.50","","0.18%"
"11/21/2024","141.50","141.50","141.50","141.50","","0.00%"
"11/22/2024","141.25","141.25","141.25","141.25","","-0.18%"
"11/25/2024","141.00","141.00","141.00","141.00","","-0.18%"
"11/26/2024","141.00","141.00","141.00","141.00","","0.00%"
"11/27/2024","140.70","140.70","140.70","140.70","","-0.21%"
"11/28/2024","140.70","140.70","140.70","140.70","","0.00%"
"11/29/2024","141.50","141.50","141.50","141.50","","0.57%"
"12/02/2024","135.00","136.00","136.05","136.00","0.01K","-4.59%"
"12/03/2024","134.80","134.80","134.80","134.80","","-0.15%"
"12/04/2024","133.40","133.40","133.40","133.40","","-1.04%"
"12/05/2024","133.25","133.00","133.00","133.00","0.05K","-0.11%"
"12/06/2024","133.25","133.25","133.25","133.25","","0.00%"
"12/09/2024","133.75","133.75","133.75","133.75","","0.38%"
"12/10/2024","133.45","133.45","133.45","133.45","","-0.22%"
"12/11/2024","133.75","133.75","133.75","133.75","","0.22%"
"12/12/2024","132.50","132.50","132.50","132.50","","-0.93%"
"12/13/2024","130.75","130.75","130.75","130.75","","-1.32%"
"12/16/2024","129.25","129.25","129.25","129.25","0.04K","-1.15%"
"12/17/2024","129.00","129.00","129.00","129.00","","-0.19%"
"12/18/2024","128.25","128.00","128.05","128.00","0.01K","-0.58%"
"12/19/2024","127.10","128.00","128.00","128.00","0.00K","-0.90%"
"12/20/2024","127.40","127.40","127.40","127.40","0.02K","0.24%"
"12/23/2024","126.75","126.75","126.75","126.75","","-0.51%"
"12/24/2024","126.75","126.75","126.75","126.75","","0.00%"
"12/26/2024","126.75","126.75","126.75","126.75","","0.00%"
"12/27/2024","126.75","126.75","126.75","126.75","","0.00%"
"12/30/2024","124.55","124.00","124.00","124.00","0.00K","-1.74%"
"12/31/2024","125.25","123.00","126.50","123.00","0.05K","0.56%"
"01/02/2025","124.60","124.60","124.60","124.60","0.03K","-0.52%"
"01/03/2025","123.50","123.50","123.50","123.50","0.00K","-0.88%"
"01/06/2025","119.75","122.00","122.00","121.00","0.01K","-3.04%"
"01/07/2025","118.30","119.25","119.25","118.50","0.18K","-1.21%"
"01/08/2025","117.45","117.45","117.45","117.45","0.06K","-0.72%"
"01/09/2025","115.75","115.75","115.75","115.75","0.00K","-1.45%"
"01/10/2025","113.50","113.50","113.50","113.50","0.00K","-1.94%"
"01/13/2025","114.50","114.50","115.00","114.00","0.10K","0.88%"
"01/14/2025","115.40","115.00","115.25","115.00","0.00K","0.79%"
"01/15/2025","114.45","114.45","114.45","114.45","","-0.82%"
"01/16/2025","114.70","115.50","115.50","115.25","0.00K","0.22%"
"01/17/2025","117.25","117.25","117.25","117.25","0.01K","2.22%"
"01/20/2025","118.15","115.50","115.50","115.50","0.02K","0.77%"
"01/21/2025","117.75","118.50","118.50","117.50","0.02K","-0.34%"
"01/22/2025","116.75","116.75","116.75","116.75","","-0.85%"
"01/23/2025","116.50","116.50","116.50","116.50","","-0.21%"
"01/24/2025","116.35","116.35","116.35","116.35","","-0.13%"
"01/27/2025","114.55","114.55","114.55","114.55","","-1.55%"
"01/28/2025","115.05","115.05","115.05","115.05","","0.44%"
"01/29/2025","114.80","114.80","114.80","114.80","","-0.22%"
"01/30/2025","114.85","114.85","114.85","114.85","","0.04%"
"01/31/2025","115.50","115.50","115.50","115.50","","0.57%"
"02/03/2025","115.65","114.50","116.00","114.50","0.02K","0.13%"
"02/04/2025","112.50","112.25","112.25","112.25","0.01K","-2.72%"
"02/05/2025","111.25","111.90","111.90","111.90","0.13K","-1.11%"
"02/06/2025","108.95","109.00","109.00","109.00","0.01K","-2.07%"
"02/07/2025","107.25","107.25","107.25","107.25","0.00K","-1.56%"
"02/10/2025","105.65","105.65","105.65","105.65","","-1.49%"
"02/11/2025","104.75","104.75","104.75","104.75","0.01K","-0.85%"
"02/12/2025","104.50","104.50","104.50","104.50","","-0.24%"
"02/13/2025","104.30","104.30","104.30","104.30","","-0.19%"
"02/14/2025","102.75","102.75","102.75","102.75","","-1.49%"
"02/17/2025","102.00","102.00","102.00","102.00","","-0.73%"
"02/18/2025","100.85","100.85","100.85","100.85","","-1.13%"
"02/19/2025","103.50","103.50","103.50","103.50","0.00K","2.63%"
"02/20/2025","103.50","103.50","103.50","103.50","","0.00%"
"02/21/2025","102.00","102.00","102.00","102.00","","-1.45%"
"02/24/2025","102.25","102.25","102.25","102.25","","0.25%"
"02/25/2025","102.00","102.00","102.00","102.00","","-0.24%"
"02/26/2025","102.40","102.40","102.40","102.40","","0.39%"
"02/27/2025","102.40","102.40","102.40","102.40","","0.00%"
"02/28/2025","102.05","102.05","102.05","102.05","","-0.34%"
"03/03/2025","101.40","99.00","99.00","99.00","0.09K","-0.64%"
"03/04/2025","101.50","101.50","101.50","101.50","","0.10%"
"03/05/2025","104.10","99.00","100.50","99.00","0.03K","2.56%"
"03/06/2025","104.70","100.00","100.00","100.00","0.01K","0.58%"
"03/07/2025","103.25","100.00","103.85","100.00","0.01K","-1.38%"
"03/10/2025","104.60","105.00","105.00","105.00","0.03K","1.31%"
"03/11/2025","104.90","104.90","104.90","104.90","0.01K","0.29%"
"03/12/2025","101.50","101.50","101.50","101.50","0.01K","-3.24%"
"03/13/2025","101.05","101.05","101.05","101.05","0.02K","-0.44%"
"03/14/2025","100.75","100.75","100.75","100.75","","-0.30%"
"03/17/2025","98.75","98.75","98.75","98.75","0.01K","-1.99%"
"03/18/2025","97.10","96.85","96.85","96.85","0.00K","-1.67%"
"03/19/2025","97.50","97.50","97.50","97.50","","0.41%"
"03/20/2025","97.75","97.75","97.75","97.75","","0.26%"
"03/21/2025","97.00","97.00","97.00","97.00","","-0.77%"
"03/24/2025","96.90","96.90","96.90","96.90","","-0.10%"
"03/25/2025","96.40","96.40","96.40","96.40","","-0.52%"
"03/26/2025","96.75","96.75","96.75","96.75","","0.36%"
"03/27/2025","96.75","96.75","96.75","96.75","","0.00%"
"03/28/2025","96.55","96.55","96.55","96.55","","-0.21%"
"03/31/2025","103.00","103.50","105.00","101.00","0.07K","6.68%"
"04/01/2025","102.65","102.65","102.65","102.65","0.02K","-0.34%"
"04/02/2025","101.00","101.00","101.00","101.00","0.00K","-1.61%"
"04/03/2025","99.40","98.50","99.45","98.50","0.02K","-1.58%"
"04/04/2025","97.00","96.40","97.95","96.40","0.01K","-2.41%"
"04/07/2025","97.50","94.00","98.50","94.00","0.04K","0.52%"
"04/08/2025","98.00","98.00","98.00","98.00","0.06K","0.51%"
"04/09/2025","96.50","96.25","96.25","96.25","0.12K","-1.53%"
"04/10/2025","96.25","96.25","96.25","96.25","0.00K","-0.26%"
"04/11/2025","94.85","94.85","94.85","94.85","0.02K","-1.45%"
"04/14/2025","95.50","95.50","95.50","95.50","0.03K","0.69%"
"04/15/2025","95.50","95.50","95.50","95.50","","0.00%"
"04/16/2025","94.25","94.25","94.25","94.25","","-1.31%"
"04/17/2025","95.05","95.05","95.05","95.05","0.00K","0.85%"
"04/21/2025","95.05","95.05","95.05","95.05","","0.00%"
"04/22/2025","93.90","93.25","93.25","93.25","0.01K","-1.21%"
"04/23/2025","93.70","93.70","93.70","93.70","0.01K","-0.21%"
"04/24/2025","93.80","93.80","93.80","93.80","0.00K","0.11%"
"04/25/2025","93.75","93.75","93.75","93.75","","-0.05%"
"04/28/2025","95.60","95.25","98.40","95.25","0.02K","1.97%"
"04/29/2025","97.25","96.25","96.25","96.25","0.03K","1.73%"
"04/30/2025","97.50","97.50","97.50","97.50","0.04K","0.26%"
"05/01/2025","97.50","97.50","97.50","97.50","0.03K","0.00%"
"05/02/2025","98.00","98.00","98.00","98.00","0.02K","0.51%"
"05/05/2025","98.50","98.50","98.50","98.50","","0.51%"
"05/06/2025","99.40","99.40","99.40","99.40","0.04K","0.91%"
"05/07/2025","98.75","98.90","101.00","98.90","0.01K","-0.65%"
"05/08/2025","98.50","98.50","98.50","98.50","0.07K","-0.25%"
"05/09/2025","98.90","98.90","98.90","98.90","0.05K","0.41%"
"05/12/2025","99.75","99.75","99.75","99.75","0.01K","0.86%"
"05/13/2025","99.90","101.00","101.00","101.00","0.02K","0.15%"
"05/14/2025","99.00","99.00","99.00","99.00","","-0.90%"
"05/15/2025","99.00","99.00","99.00","99.00","","0.00%"
"05/16/2025","99.00","99.00","99.00","99.00","","0.00%"
"05/19/2025","99.25","99.25","99.25","99.25","","0.25%"
"05/20/2025","100.55","100.55","100.55","100.55","0.03K","1.31%"
"05/21/2025","100.45","100.45","100.45","100.45","0.07K","-0.10%"
"05/22/2025","100.10","99.00","100.50","99.00","0.01K","-0.35%"
"05/23/2025","100.40","100.25","100.25","100.25","0.01K","0.30%"
"05/26/2025","100.40","100.40","100.40","100.40","","0.00%"
"05/27/2025","100.90","100.90","100.90","100.90","","0.50%"
"05/28/2025","100.90","100.90","100.90","100.90","","0.00%"
"05/29/2025","100.90","100.90","100.90","100.90","","0.00%"
"05/30/2025","100.80","100.80","100.80","100.80","","-0.10%"
"06/02/2025","105.35","105.50","107.00","105.50","0.05K","4.51%"
"06/03/2025","104.25","104.50","104.50","104.50","0.05K","-1.04%"
"06/04/2025","104.45","104.00","104.00","104.00","0.02K","0.19%"
"06/05/2025","105.00","108.00","108.00","104.50","0.01K","0.53%"
"06/06/2025","104.85","104.85","104.85","104.85","0.01K","-0.14%"
"06/09/2025","105.25","105.00","107.95","105.00","0.00K","0.38%"
"06/10/2025","103.65","105.25","105.25","104.60","0.02K","-1.52%"
"06/11/2025","104.45","104.25","104.25","104.25","0.01K","0.77%"
"06/12/2025","104.60","104.25","104.25","104.25","0.02K","0.14%"
"06/13/2025","105.25","105.25","105.25","105.25","0.01K","0.62%"
"06/16/2025","106.00","106.00","106.25","105.75","0.17K","0.71%"
"06/17/2025","106.40","106.40","106.40","106.40","","0.38%"
"06/18/2025","106.70","107.00","107.00","106.85","0.04K","0.28%"
"06/19/2025","107.00","107.00","107.00","107.00","","0.28%"
"06/20/2025","106.60","106.60","106.60","106.60","","-0.37%"
"06/23/2025","107.25","107.25","107.25","107.25","","0.61%"
"06/24/2025","106.60","106.60","106.60","106.60","","-0.61%"
"06/25/2025","106.60","106.60","106.60","106.60","","0.00%"
"06/26/2025","106.35","106.35","106.35","106.35","","-0.23%"
"06/27/2025","106.50","106.50","106.50","106.50","","0.14%"
"06/30/2025","109.90","107.00","111.00","107.00","0.01K","3.19%"
"07/01/2025","111.80","110.25","110.25","110.00","0.03K","1.73%"
"07/02/2025","112.50","112.50","112.50","112.50","0.01K","0.63%"
"07/03/2025","111.25","111.25","111.25","111.25","0.02K","-1.11%"
"07/04/2025","109.95","109.95","109.95","109.95","0.01K","-1.17%"
"07/07/2025","109.50","109.50","109.50","109.50","","-0.41%"
"07/08/2025","109.60","109.00","109.50","109.00","0.00K","0.09%"
"07/09/2025","110.25","110.25","110.25","110.25","","0.59%"
"07/10/2025","111.00","111.00","111.00","111.00","0.01K","0.68%"
"07/11/2025","112.00","112.00","112.00","112.00","0.02K","0.90%"
"07/14/2025","111.10","111.10","111.10","111.10","","-0.80%"
"07/15/2025","110.00","110.00","110.00","110.00","","-0.99%"
"07/16/2025","110.00","110.00","110.00","110.00","0.01K","0.00%"
"07/17/2025","110.50","110.50","110.50","110.50","0.01K","0.45%"
"07/18/2025","110.40","110.40","110.40","110.40","","-0.09%"
"07/21/2025","109.85","109.85","109.85","109.85","","-0.50%"
"07/22/2025","110.10","110.25","110.40","110.25","0.05K","0.23%"
"07/23/2025","109.90","109.90","109.90","109.90","","-0.18%"
"07/24/2025","110.10","110.10","110.10","110.10","","0.18%"
"07/25/2025","110.20","110.20","110.20","110.20","","0.09%"
"07/28/2025","115.50","115.50","115.50","115.50","0.00K","4.81%"
"07/29/2025","115.50","115.50","116.00","115.50","0.08K","0.00%"
"07/30/2025","115.05","115.05","115.05","115.05","0.01K","-0.39%"
"07/31/2025","115.15","115.15","115.15","115.15","","0.09%"
"08/01/2025","114.90","114.90","114.90","114.90","","-0.22%"
"08/04/2025","114.95","114.95","114.95","114.95","","0.04%"
"08/05/2025","114.80","114.80","114.80","114.80","","-0.13%"
"08/06/2025","114.50","114.50","114.50","114.50","0.01K","-0.26%"
"08/07/2025","113.75","113.75","113.75","113.75","0.00K","-0.66%"
"08/08/2025","113.20","113.20","113.20","113.20","","-0.48%"
"08/11/2025","112.25","112.25","112.25","112.25","0.01K","-0.84%"
"08/12/2025","111.70","111.70","111.70","111.70","","-0.49%"
"08/13/2025","111.80","111.80","111.80","111.80","","0.09%"
"08/14/2025","110.90","110.90","110.90","110.90","","-0.81%"
"08/15/2025","110.85","110.85","110.85","110.85","","-0.05%"
"08/18/2025","111.00","111.00","111.00","111.00","","0.14%"
"08/19/2025","111.10","111.10","111.10","111.10","","0.09%"
"08/20/2025","111.50","111.50","111.50","111.50","","0.36%"
"08/21/2025","110.60","110.60","110.60","110.60","","-0.81%"
"08/22/2025","111.30","111.30","111.30","111.30","","0.63%"
"08/25/2025","111.30","111.30","111.30","111.30","","0.00%"
"08/26/2025","111.55","111.55","111.55","111.55","","0.22%"
"08/27/2025","111.55","111.55","111.55","111.55","","0.00%"
"08/28/2025","111.55","111.55","111.55","111.55","","0.00%"
"08/29/2025","111.50","111.50","111.50","111.50","0.01K","-0.04%"
"09/01/2025","109.90","109.90","109.90","109.90","","-1.43%"
"09/02/2025","108.80","109.00","109.00","108.85","0.06K","-1.00%"
"09/03/2025","108.50","108.50","108.50","108.50","0.18K","-0.28%"
"09/04/2025","107.00","107.75","107.75","107.00","0.06K","-1.38%"
"09/05/2025","107.55","106.50","106.50","106.50","0.01K","0.51%"
"09/08/2025","105.80","105.80","105.80","105.80","","-1.63%"
"09/09/2025","103.85","103.75","103.75","103.75","0.01K","-1.84%"
"09/10/2025","102.45","102.90","102.90","102.25","0.02K","-1.35%"
"09/11/2025","100.90","101.50","101.50","101.50","0.00K","-1.51%"
"09/12/2025","100.70","100.70","100.70","100.70","","-0.20%"
"09/15/2025","101.50","101.50","101.50","101.50","0.02K","0.79%"
"09/16/2025","101.75","101.75","101.75","101.75","","0.25%"
"09/17/2025","102.90","102.90","102.90","102.90","","1.13%"
"09/18/2025","103.35","103.35","103.35","103.35","","0.44%"
"09/19/2025","103.35","103.35","103.35","103.35","","0.00%"
"09/22/2025","103.90","103.90","103.90","103.90","0.01K","0.53%"
"09/23/2025","103.60","103.60","103.60","103.60","","-0.29%"
"09/24/2025","103.60","103.60","103.60","103.60","","0.00%"
"09/25/2025","103.85","103.85","103.85","103.85","","0.24%"
"09/26/2025","103.75","103.75","103.75","103.75","","-0.10%"
"09/29/2025","106.75","110.00","110.00","106.50","0.10K","2.89%"
"09/30/2025","106.20","106.20","106.20","106.20","0.06K","-0.52%"
"10/01/2025","105.55","105.55","105.55","105.55","","-0.61%"
"10/02/2025","104.85","104.85","104.85","104.85","0.01K","-0.66%"
"10/03/2025","105.00","105.00","105.00","105.00","0.01K","0.14%"
"10/06/2025","104.75","104.75","104.75","104.75","0.01K","-0.24%"
"10/07/2025","104.80","104.80","104.80","104.80","0.01K","0.05%"
"10/08/2025","104.75","104.75","104.75","104.75","0.00K","-0.05%"
"10/09/2025","104.50","104.50","104.50","104.50","","-0.24%"
"10/10/2025","104.55","104.55","104.55","104.55","","0.05%"
"10/13/2025","104.40","104.40","104.40","104.40","","-0.14%"
"10/14/2025","103.80","103.80","103.80","103.80","0.01K","-0.57%"
"10/15/2025","105.85","105.85","105.85","105.85","0.01K","1.97%"
"10/16/2025","104.60","104.60","104.60","104.60","0.00K","-1.18%"
"10/17/2025","103.45","105.00","105.00","105.00","0.00K","-1.10%"
"10/20/2025","104.00","104.00","104.00","104.00","","0.53%"
"10/21/2025","104.00","104.00","104.00","104.00","0.01K","0.00%"
"10/22/2025","103.70","103.70","103.70","103.70","","-0.29%"
"10/23/2025","104.20","104.20","104.20","104.20","","0.48%"
"10/24/2025","104.10","104.10","104.10","104.10","","-0.10%"
"10/27/2025","104.25","104.25","104.25","104.25","","0.14%"
"10/28/2025","104.25","104.25","104.25","104.25","","0.00%"
"10/29/2025","103.90","103.90","103.90","103.90","","-0.34%"
"10/30/2025","104.15","104.15","104.15","104.15","","0.24%"
"10/31/2025","104.15","104.15","104.15","104.15","","0.00%"
"11/03/2025","109.60","109.40","109.40","109.40","0.02K","5.23%"
"11/04/2025","110.85","110.75","111.00","109.75","0.15K","1.14%"
"11/05/2025","109.95","109.50","110.00","109.50","0.07K","-0.81%"
"11/06/2025","110.65","110.00","111.00","110.00","0.04K","0.64%"
"11/07/2025","110.45","110.00","110.00","110.00","0.03K","-0.18%"
"11/10/2025","109.45","109.00","109.00","109.00","0.01K","-0.91%"
"11/11/2025","107.85","108.40","108.40","108.40","0.11K","-1.46%"
"11/12/2025","109.50","108.40","110.00","108.40","0.20K","1.53%"
"11/13/2025","109.55","109.55","109.55","109.55","","0.05%"
"11/14/2025","110.60","111.00","111.00","111.00","0.00K","0.96%"
"11/17/2025","110.20","111.00","111.00","111.00","0.01K","-0.36%"
"11/18/2025","111.50","111.50","111.50","111.50","0.01K","1.18%"
"11/19/2025","111.00","111.00","111.00","111.00","0.03K","-0.45%"
"11/20/2025","111.00","111.00","111.00","111.00","","0.00%"
"11/21/2025","110.90","110.90","110.90","110.90","","-0.09%"
"11/24/2025","111.15","111.15","111.15","111.15","0.01K","0.23%"
"11/25/2025","111.15","111.15","111.15","111.15","","0.00%"
"11/26/2025","111.15","111.15","111.15","111.15","","0.00%"
"11/27/2025","111.00","111.00","111.00","111.00","","-0.13%"
"11/28/2025","111.10","111.10","111.10","111.10","","0.09%"
"12/01/2025","108.35","108.75","108.75","108.75","0.05K","-2.48%"
"12/02/2025","108.80","107.75","107.75","107.75","0.04K","0.42%"
"12/03/2025","108.50","108.50","108.50","107.80","0.06K","-0.28%"
"12/04/2025","108.50","107.75","107.75","107.25","0.19K","0.00%"
"12/05/2025","110.25","110.00","110.50","110.00","0.02K","1.61%"
"12/08/2025","110.50","110.50","110.50","110.50","0.01K","0.23%"
"12/09/2025","110.10","110.40","110.45","110.40","0.02K","-0.36%"
"12/10/2025","109.40","109.40","109.40","109.40","","-0.64%"
"12/11/2025","108.75","108.75","108.75","108.75","","-0.59%"
"12/12/2025","108.50","106.40","106.40","106.40","0.00K","-0.23%"
"12/15/2025","108.60","108.60","108.60","108.60","","0.09%"
"12/16/2025","108.60","108.60","108.60","108.60","","0.00%"
"12/17/2025","108.60","108.50","108.50","108.50","0.01K","0.00%"
"12/18/2025","108.30","108.30","108.30","108.30","","-0.28%"
"12/19/2025","108.40","108.50","108.50","108.50","0.00K","0.09%"
"12/22/2025","108.25","108.25","108.25","108.25","","-0.14%"
"12/23/2025","108.25","108.25","108.25","108.25","","0.00%"
"12/24/2025","108.25","108.25","108.25","108.25","","0.00%"
"12/26/2025","109.05","109.05","109.05","109.05","","0.74%"
"12/29/2025","107.95","107.95","107.95","107.95","0.07K","-1.01%"
"12/30/2025","106.65","106.65","106.65","106.65","0.07K","-1.20%"
"12/31/2025","107.50","107.50","107.50","107.50","0.09K","0.80%"